ID,Mechanics,Domains
237182.0,"['Action Queue', 'Action Retrieval', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Race', 'Variable Player Powers']","['Strategy Games', 'Wargames']"
3076.0,"['Action Drafting', 'End Game Bonuses', 'Follow', 'Hidden Victory Points', 'Increase Value of Unchosen Resources', 'Turn Order: Progressive', 'Variable Phase Order']",['Strategy Games']
175914.0,"['Card Drafting', 'Delayed Purchase', 'Income', 'Market', 'Modular Board', 'Network and Route Building', 'Simultaneous Action Selection']",['Strategy Games']
102794.0,"['Automatic Resource Growth', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Claim Action', 'Worker Placement']",['Strategy Games']
31260.0,"['Advantage Token', 'Automatic Resource Growth', 'Card Drafting', 'Enclosure', 'Hand Management', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement']",['Strategy Games']
170216.0,"['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Drafting', 'Hand Management', 'Memory', 'Simultaneous Action Selection']",['Strategy Games']
205059.0,"['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']",['Thematic Games']
180263.0,"['Cooperative Game', 'Grid Movement', 'Hand Management', 'Map Addition', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",['Thematic Games']
221107.0,"['Cooperative Game', 'Hand Management', 'Legacy Game', 'Pick-up and Deliver', 'Point to Point Movement', 'Set Collection', 'Trading', 'Variable Player Powers']","['Strategy Games', 'Thematic Games']"
199792.0,"['Card Drafting', 'End Game Bonuses', 'Hand Management', 'Income', 'Solo / Solitaire Game', 'Variable Set-up', 'Worker Placement']","['Family Games', 'Strategy Games']"
276025.0,"['Contracts', 'End Game Bonuses', 'Events', 'Hand Management', 'Income', 'Movement Points', 'Narrative Choice / Paragraph', 'Point to Point Movement', 'Race', 'Rondel', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Solo / Solitaire Game', 'Stock Holding', 'Sudden Death Ending', 'Tech Trees / Tech Tracks', 'Track Movement', 'Variable Set-up']",['Strategy Games']
55690.0,"['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling']",['Thematic Games']
2651.0,"['Auction/Bidding', 'Auction: Turn Order Until Pass', 'Catch the Leader', 'Income', 'Market', 'Network and Route Building', 'Turn Order: Stat-Based']",['Strategy Games']
126163.0,"['Bias', 'End Game Bonuses', 'Turn Order: Claim Action', 'Worker Placement']",['Strategy Games']
284083.0,"['Communication Limits', 'Cooperative Game', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Trick-taking']","['Family Games', 'Strategy Games']"
209010.0,"['Action Queue', 'Bias', 'Card Drafting', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Programmed Movement', 'Role Playing', 'Variable Player Powers']","['Strategy Games', 'Thematic Games']"
247763.0,"['End Game Bonuses', 'Hand Management', 'Income', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Stat-Based', 'Worker Placement']",['Strategy Games']
164153.0,"['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Line of Sight', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Team-Based Game', 'Variable Player Powers']",['Thematic Games']
216132.0,"['Commodity Speculation', 'Contracts', 'Market', 'Modular Board', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up']",['Strategy Games']
185343.0,"['Dice Rolling', 'Solo / Solitaire Game', 'Tug of War', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement', 'Worker Placement', 'Different Worker Types']",['Strategy Games']
35677.0,"['Automatic Resource Growth', 'End Game Bonuses', 'Increase Value of Unchosen Resources', 'Loans', 'Ownership', 'Solo / Solitaire Game', 'Worker Placement']",['Strategy Games']
192135.0,"['Cooperative Game', 'Deck Bag and Pool Building', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Resource to Move', 'Role Playing', 'Roles with Asymmetric Information', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Turn Order: Role Order', 'Variable Player Powers']","['Strategy Games', 'Thematic Games']"
25613.0,"['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Card Drafting', 'Hand Management']",['Strategy Games']
230802.0,"['Card Drafting', 'End Game Bonuses', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Claim Action']","['Abstract Games', 'Family Games']"
285774.0,"['Cooperative Game', 'Deck Construction', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",['Customizable Games']
72125.0,"['Area Majority / Influence', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Variable Phase Order', 'Variable Player Powers']",['Strategy Games']
266507.0,"['Card Drafting', 'Deck Bag and Pool Building', 'Legacy Game', 'Once-Per-Game Abilities', 'Point to Point Movement', 'Push Your Luck']",['Thematic Games']
124742.0,"['Action Points', 'Deck Construction', 'Hand Management', 'Secret Unit Deployment', 'Take That', 'Variable Player Powers']",['Customizable Games']
121921.0,"['Action Queue', 'Cooperative Game', 'Dice Rolling', 'Hexagon Grid', 'Narrative Choice / Paragraph', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']",['Thematic Games']
171623.0,"['Contracts', 'Dice Rolling', 'Income', 'Point to Point Movement', 'Resource to Move', 'Set Collection', 'Turn Order: Claim Action', 'Variable Player Powers', 'Variable Set-up', 'Worker Placement with Dice Workers']",['Strategy Games']
125153.0,"['Commodity Speculation', 'Investment', 'Set Collection', 'Solo / Solitaire Game', 'Worker Placement']",['Strategy Games']
251247.0,"['Action Drafting', 'Contracts', 'End Game Bonuses', 'Income', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Stat-Based', 'Variable Player Powers', 'Variable Set-up', 'Worker Placement']",['Strategy Games']
28143.0,"['Follow', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection', 'Turn Order: Role Order', 'Variable Phase Order', 'Variable Player Powers']",['Strategy Games']
159675.0,"['Automatic Resource Growth', 'Highest-Lowest Scoring', 'Income', 'Solo / Solitaire Game', 'Worker Placement']",['Strategy Games']
68448.0,"['Card Drafting', 'Drafting', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection', 'Variable Player Powers']","['Family Games', 'Strategy Games']"
229853.0,"['Area Movement', 'Rondel', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement', 'Track Movement', 'Variable Set-up', 'Worker Placement', 'Worker Placement with Dice Workers']",['Strategy Games']
201808.0,"['Card Drafting', 'Deck Bag and Pool Building', 'Drafting', 'End Game Bonuses', 'Pick-up and Deliver', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck', 'Variable Set-up']","['Family Games', 'Strategy Games']"
244521.0,"['Catch the Leader', 'Deck Bag and Pool Building', 'Dice Rolling', 'Push Your Luck', 'Variable Set-up']",['Family Games']
521.0,"['Flicking', 'Team-Based Game']",['Family Games']
157354.0,"['Auction/Bidding', 'Constrained Bidding', 'End Game Bonuses', 'Hidden Victory Points', 'Mancala', 'Modular Board', 'Set Collection', 'Square Grid', 'Turn Order: Auction', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",['Strategy Games']
62219.0,"['Area Majority / Influence', 'Card Drafting', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Take That', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']",['Strategy Games']
184267.0,"['Area Majority / Influence', 'Contracts', 'Delayed Purchase', 'Drafting', 'End Game Bonuses', 'Hand Management', 'Hexagon Grid', 'Income', 'Movement Points', 'Moving Multiple Units', 'Point to Point Movement', 'Set Collection', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Variable Phase Order', 'Worker Placement']",['Strategy Games']
161533.0,"['Area Majority / Influence', 'Card Drafting', 'Hand Management', 'Solo / Solitaire Game', 'Tile Placement']",['Strategy Games']
191189.0,"['Card Drafting', 'Cooperative Game', 'Deck Bag and Pool Building', 'Delayed Purchase', 'Hand Management', 'Solo / Solitaire Game', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up']",['Strategy Games']
110327.0,"['Card Drafting', 'Contracts', 'Hidden Roles', 'Increase Value of Unchosen Resources', 'Ownership', 'Set Collection', 'Take That', 'Turn Order: Claim Action', 'Worker Placement']",['Strategy Games']
266810.0,"['Card Drafting', 'Market', 'Solo / Solitaire Game', 'Worker Placement', 'Worker Placement', 'Different Worker Types']",['Strategy Games']
122515.0,"['Auction/Bidding', 'Auction: Fixed Placement', 'Constrained Bidding', 'End Game Bonuses', 'Hexagon Grid', 'Memory', 'Modular Board', 'Multiple-Lot Auction', 'Network and Route Building', 'Ownership', 'Set Collection', 'Tile Placement', 'Turn Order: Auction', 'Worker Placement', 'Worker Placement', 'Different Worker Types']",['Strategy Games']
200680.0,"['Card Drafting', 'Enclosure', 'Hand Management', 'Worker Placement', 'Advantage Token', 'Automatic Resource Growth', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Team-Based Game', 'Turn Order: Claim Action', 'Variable Player Powers']",['Strategy Games']
256960.0,"['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Drafting', 'Hand Management', 'Increase Value of Unchosen Resources', 'Score-and-Reset Game', 'Simulation', 'Solo / Solitaire Game']",['Strategy Games']
264220.0,"['Area Movement', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Deck Bag and Pool Building', 'Dice Rolling', 'Hand Management', 'Map Addition', 'Modular Board', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",['Thematic Games']
18602.0,"['Ownership', 'Turn Order: Claim Action', 'Turn Order: Pass Order', 'Variable Set-up', 'Worker Placement']",['Strategy Games']
236457.0,"['Drafting', 'Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement']",['Strategy Games']
93.0,"['Action Drafting', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Hand Management', 'Memory', 'Simultaneous Action Selection', 'Turn Order: Progressive', 'Turn Order: Stat-Based']",['Strategy Games']
12493.0,"['Action Points', 'Area-Impulse', 'Dice Rolling', 'Follow', 'Hexagon Grid', 'Increase Value of Unchosen Resources', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Trading', 'Variable Phase Order', 'Variable Player Powers', 'Voting']","['Strategy Games', 'Thematic Games']"
37111.0,"['Area Movement', 'Dice Rolling', 'Hand Management', 'Hidden Roles', 'Once-Per-Game Abilities', 'Role Playing', 'Semi-Cooperative Game', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Variable Set-up', 'Voting']",['Thematic Games']
146021.0,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Point to Point Movement', 'Role Playing', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']",['Thematic Games']
73439.0,"['Area Majority / Influence', 'Dice Rolling', 'End Game Bonuses', 'Hidden Victory Points', 'Lose a Turn', 'Ownership', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Worker Placement', 'Worker Placement with Dice Workers', 'Worker Placement', 'Different Worker Types']",['Strategy Games']
205896.0,"['Action Drafting', 'Alliances', 'Area Majority / Influence', 'Area Movement', 'Auction: Sealed Bid', 'Betting and Bluffing', 'Drafting', 'End Game Bonuses', 'Follow', 'Force Commitment', 'Negotiation', 'Set Collection', 'Simultaneous Action Selection', 'Take That', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up']",['Strategy Games']
40834.0,"['Deck Bag and Pool Building', 'Hand Management']",['Strategy Games']
172386.0,"['Action Queue', 'Area Majority / Influence', 'Card Drafting', 'Deck Bag and Pool Building', 'Hand Management', 'Investment', 'Simultaneous Action Selection', 'Stock Holding', 'Variable Player Powers', 'Worker Placement']",['Strategy Games']
182874.0,"['Action Drafting', 'Contracts', 'Dice Rolling', 'End Game Bonuses', 'Hand Management', 'Once-Per-Game Abilities', 'Set Collection', 'Variable Player Powers', 'Variable Set-up']",['Strategy Games']
269385.0,"['Cooperative Game', 'Deck Bag and Pool Building', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']",['Thematic Games']
163412.0,"['Card Drafting', 'Grid Coverage', 'Income', 'Square Grid', 'Tile Placement', 'Time Track', 'Victory Points as a Resource']","['Abstract Games', 'Family Games']"
170042.0,"['Dice Rolling', 'Hand Management', 'Set Collection', 'Worker Placement', 'Worker Placement', 'Different Worker Types']",['Strategy Games']
144733.0,"['End Game Bonuses', 'Worker Placement']",['Strategy Games']
42.0,"['Area Majority / Influence', 'Area Movement', 'Connections', 'Hand Management', 'Highest-Lowest Scoring', 'Income', 'Pieces as Map', 'Set Collection', 'Square Grid', 'Tile Placement']",['Strategy Games']
178900.0,"['Communication Limits', 'Memory', 'Push Your Luck', 'Team-Based Game']",['Party Games']
132531.0,"['Action Retrieval', 'Contracts', 'Dice Rolling', 'Follow', 'Simultaneous Action Selection', 'Variable Phase Order', 'Variable Player Powers']",['Strategy Games']
102680.0,"['Area Movement', 'Card Drafting', 'Hand Management', 'Mancala', 'Rondel', 'Set Collection']",['Strategy Games']
203993.0,"['Card Drafting', 'Dice Rolling', 'Variable Player Powers', 'Worker Placement', 'Worker Placement with Dice Workers']",['Strategy Games']
2511.0,"['Cooperative Game', 'Solo / Solitaire Game', 'Storytelling']",['Thematic Games']
36218.0,"['Deck Bag and Pool Building', 'Delayed Purchase', 'Hand Management', 'Take That', 'Variable Set-up']",['Strategy Games']
30549.0,"['Action Points', 'Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Trading', 'Variable Player Powers']","['Family Games', 'Strategy Games']"
198928.0,"['Action Points', 'Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Solo / Solitaire Game', 'Trading', 'Variable Player Powers']",['Strategy Games']
172287.0,"['Dice Rolling', 'Set Collection', 'Variable Player Powers', 'Worker Placement']",['Strategy Games']
225694.0,"['Communication Limits', 'Targeted Clues', 'Team-Based Game']",['Party Games']
127023.0,"['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Drafting', 'Card Play Conflict Resolution', 'Hand Management']",['Strategy Games']
196340.0,"['Contracts', 'End Game Bonuses', 'Grid Movement', 'Modular Board', 'Network and Route Building', 'Set Collection', 'Variable Set-up', 'Worker Placement', 'Worker Placement', 'Different Worker Types']",['Strategy Games']
233371.0,"['Card Drafting', 'Deck Bag and Pool Building', 'Modular Board', 'Pick-up and Deliver', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck']",['Strategy Games']
175155.0,"['Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Order Counters', 'Variable Player Powers']",['Strategy Games']
155821.0,"['Action Drafting', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Card Drafting', 'Hand Management', 'King of the Hill', 'Map Addition', 'Modular Board', 'Variable Phase Order', 'Variable Set-up']",['Strategy Games']
281259.0,"['Card Drafting', 'Drafting', 'Grid Coverage', 'Hidden Victory Points', 'Income', 'Pattern Building', 'Set Collection', 'Solo / Solitaire Game', 'Square Grid', 'Tile Placement', 'Turn Order: Stat-Based']","['Family Games', 'Strategy Games']"
103885.0,"['Action Queue', 'Critical Hits and Failures', 'Dice Rolling', 'Movement Template', 'Player Elimination', 'Simulation', 'Simultaneous Action Selection', 'Variable Player Powers']","['Customizable Games', 'Wargames']"
161970.0,"['Action Drafting', 'Card Drafting', 'Constrained Bidding', 'End Game Bonuses', 'Events', 'Hand Management', 'Turn Order: Progressive']",['Strategy Games']
34635.0,"['Contracts', 'Dice Rolling', 'End Game Bonuses', 'Set Collection', 'Turn Order: Progressive', 'Worker Placement']","['Family Games', 'Strategy Games']"
146652.0,"['Card Drafting', 'Cooperative Game', 'Deck Bag and Pool Building', 'Events', 'Hidden Roles', 'Player Elimination', 'Solo / Solitaire Game', 'Team-Based Game', 'Variable Player Powers']",['Thematic Games']
175640.0,"['Area Majority / Influence', 'Variable Phase Order', 'Worker Placement']",['Strategy Games']
233398.0,"['Area Majority / Influence', 'Card Drafting', 'Point to Point Movement', 'Set Collection', 'Tech Trees / Tech Tracks']",['Strategy Games']
147020.0,"['Card Drafting', 'Deck Bag and Pool Building', 'Delayed Purchase', 'Hand Management', 'Take That']",['Strategy Games']
104162.0,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Line of Sight', 'Modular Board', 'Movement Points', 'Multiple Maps', 'Scenario / Mission / Campaign Game', 'Team-Based Game', 'Variable Player Powers']",['Thematic Games']
263918.0,"['Bingo', 'Grid Coverage', 'Line Drawing', 'Paper-and-Pencil', 'Solo / Solitaire Game']",['Family Games']
262712.0,"['Card Drafting', 'Hand Management', 'Race', 'Take That', 'Turn Order: Pass Order', 'Variable Player Powers']",['Strategy Games']
4098.0,"['Auction/Bidding', 'Catch the Leader', 'Connections', 'Dice Rolling', 'Loans', 'Network and Route Building', 'Pick-up and Deliver', 'Player Elimination', 'Scenario / Mission / Campaign Game', 'Selection Order Bid', 'Tile Placement', 'Turn Order: Auction', 'Victory Points as a Resource']",['Strategy Games']
148949.0,"['Contracts', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver', 'Race', 'Variable Set-up', 'Worker Placement']",['Strategy Games']
14996.0,"['Card Drafting', 'Connections', 'End Game Bonuses', 'Hand Management', 'Network and Route Building', 'Push Your Luck', 'Set Collection']",['Family Games']
150376.0,"['Action Points', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Semi-Cooperative Game', 'Storytelling', 'Trading', 'Traitor Game', 'Variable Player Powers', 'Voting']",['Thematic Games']
118048.0,"['End Game Bonuses', 'Modular Board', 'Set Collection', 'Turn Order: Progressive', 'Worker Placement']",['Strategy Games']
9609.0,"['Action Points', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management']",['Thematic Games']
43111.0,"['Action Points', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Role Playing', 'Take That', 'Variable Player Powers']","['Strategy Games', 'Thematic Games']"
233867.0,"['Bingo', 'Paper-and-Pencil', 'Pattern Building', 'Solo / Solitaire Game']",['Family Games']
244522.0,"['Dice Rolling', 'Drafting', 'Highest-Lowest Scoring', 'Paper-and-Pencil', 'Re-rolling and Locking', 'Solo / Solitaire Game']",['Family Games']
163068.0,"['Action Points', 'Action Queue', 'Catch the Leader', 'Dice Rolling', 'Simultaneous Action Selection', 'Tile Placement', 'Turn Order: Stat-Based', 'Worker Placement']",['Strategy Games']
77423.0,"['Cooperative Game', 'Deck Construction', 'Events', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Set-up']",['Customizable Games']
17133.0,"['Action Points', 'Auction/Bidding', 'Card Drafting', 'Connections', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Network and Route Building', 'Ownership', 'Pick-up and Deliver', 'Tile Placement', 'Turn Order: Auction']",['Strategy Games']
128882.0,"['Hidden Roles', 'Roles with Asymmetric Information', 'Simultaneous Action Selection', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Voting']",['Party Games']
218417.0,"['Card Drafting', 'Cooperative Game', 'Deck Bag and Pool Building', 'Hand Management', 'Variable Phase Order', 'Variable Player Powers']",['Strategy Games']
221194.0,"['Action Points', 'Dice Rolling', 'Income', 'Set Collection', 'Tile Placement', 'Worker Placement']",['Strategy Games']
266524.0,"['Card Drafting', 'Contracts', 'Modular Board', 'Set Collection', 'Solo / Solitaire Game', 'Track Movement', 'Turn Order: Claim Action', 'Worker Placement']",['Family Games']
103343.0,"['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Auction: Sealed Bid', 'Card Play Conflict Resolution', 'Hand Management', 'Order Counters', 'Player Elimination', ""Prisoner's Dilemma"", 'Simultaneous Action Selection', 'Variable Player Powers']",['Strategy Games']
155426.0,"['Card Drafting', 'End Game Bonuses', 'I Cut You Choose', 'Increase Value of Unchosen Resources', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Progressive']",['Strategy Games']
246900.0,"['Alliances', 'Area Majority / Influence', 'Area Movement', 'Area-Impulse', 'Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Income', 'Kill Steal', 'Modular Board', 'Passed Action Token', 'Player Elimination', 'Tile Placement', 'Variable Player Powers']",['Strategy Games']
54043.0,"['Card Drafting', 'Hand Management', 'Market', 'Score-and-Reset Game', 'Set Collection']",['Family Games']
43015.0,"['Action Points', 'Area Majority / Influence', 'End Game Bonuses', 'Network and Route Building', 'Ownership', 'Tech Trees / Tech Tracks']",['Strategy Games']
10630.0,"['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Simulation']",['Wargames']
